Employee ID,Name,Role,Department,Experience Level,Years of Experience,AutoCAD,Autodesk Inventor,OpenCascade,Three.js,Eyeshot,HOOPS,JavaScript,C#,Python,React,Node.js,ASP.NET,Unity,Unreal Engine,Revit,Navisworks,Current Project,Client,Availability Status,Next Availability Date
EMP0296,Adam Williams,Tester,Game Testing,Mid,3,3,1,3,1,2,1,2,3,1,2,2,2,2,1,0,0,Integrate Enterprise Solutions,Epic Games,Available,2025-07-17
EMP0297,James Leach,Designer,CAD,Mid,8,3,3,2,2,3,3,1,2,2,2,3,3,3,0,3,3,Evolve User-Centric Vortals,Dassault,Available,2025-07-11
EMP0298,Stacey Watson,Designer,Game Testing,Junior,4,3,2,3,1,1,2,3,2,3,3,2,0,3,2,2,2,Monetize Seamless Relationships,Autodesk,Partially Available,2025-06-20
EMP0299,James Johnson,Tester,CAD,Senior,8,1,3,3,1,3,3,3,3,1,3,1,2,3,2,0,1,Drive Holistic Platforms,Siemens,Partially Available,2025-05-26
EMP0300,Audrey Williams,Developer,Game Testing,Junior,2,2,1,3,0,3,2,1,2,2,2,2,2,3,0,3,3,Expedite Best-Of-Breed Action-Items,Roblox,Unavailable,2025-06-01
EMP0301,Michele Stanley,Developer,Game Testing,Mid,7,2,2,0,3,2,2,1,3,3,2,2,2,2,3,1,3,Empower Out-Of-The-Box Interfaces,Autodesk,Unavailable,2025-06-24
EMP0302,Jennifer Patterson,Tester,CAD,Senior,17,1,1,0,3,0,1,0,1,1,2,3,2,3,3,1,3,Empower Synergistic Content,Siemens,Available,2025-07-31
EMP0303,Elizabeth Myers,Developer,CAD,Junior,11,3,1,2,3,1,3,2,3,2,3,2,3,1,3,2,2,Synergize Seamless Users,Roblox,Available,2025-07-21
EMP0304,Alison Perry,Developer,BIM,Senior,10,3,0,2,1,3,3,3,1,0,1,3,3,3,3,2,0,Expedite Back-End Deliverables,Siemens,Unavailable,2025-05-26
EMP0305,Emily Davis,Designer,CAD,Senior,4,3,3,1,2,2,3,1,0,2,3,2,3,3,1,3,3,Target Scalable Vortals,Dassault,Available,2025-08-18
EMP0306,Amanda Fisher,Designer,CAD,Mid,7,3,3,2,3,1,1,2,1,3,3,1,1,3,2,3,2,Cultivate Real-Time Mindshare,Autodesk,Available,2025-06-12
EMP0307,Julie Owens,Tester,BIM,Mid,3,1,3,1,2,2,3,0,1,3,1,1,3,2,2,3,2,Expedite Out-Of-The-Box Info-Mediaries,Epic Games,Available,2025-08-01
EMP0308,John Johnson,Designer,BIM,Senior,3,3,2,2,3,2,2,3,1,1,3,3,3,0,3,2,3,Harness Holistic Schemas,Epic Games,Unavailable,2025-07-02
EMP0309,Alexandra Jordan,Developer,BIM,Junior,17,3,1,0,1,3,3,2,3,0,2,2,2,2,2,3,1,Deploy Distributed Markets,Siemens,Available,2025-08-07
EMP0310,Michael Novak,Designer,Game Testing,Mid,5,2,1,3,3,3,2,2,2,2,3,2,3,3,2,3,1,Reinvent Compelling Platforms,Siemens,Partially Available,2025-07-28
EMP0311,Brian Thompson,Developer,CAD,Senior,14,3,3,3,1,1,0,2,1,0,2,2,2,3,3,2,1,Incubate Seamless Info-Mediaries,Siemens,Unavailable,2025-08-05
EMP0312,Brooke Underwood,Tester,CAD,Senior,2,3,3,3,2,2,2,3,3,3,2,3,1,2,1,3,3,Enable Front-End Deliverables,Autodesk,Available,2025-07-05
EMP0313,Wayne Ellis,Developer,Game Testing,Senior,3,3,3,3,3,1,3,2,1,1,2,1,2,2,3,2,1,Innovate Synergistic Vortals,Siemens,Unavailable,2025-07-10
EMP0314,Jessica Kelley,Designer,BIM,Junior,7,1,3,2,3,2,2,2,2,1,2,2,3,1,3,2,3,Incentivize Viral Models,Epic Games,Partially Available,2025-07-05
EMP0315,Shannon Murillo,Designer,BIM,Junior,16,1,1,2,2,0,1,1,2,1,1,2,1,3,2,1,2,Enhance World-Class Platforms,Autodesk,Available,2025-07-21
EMP0316,Stacy Smith,Designer,BIM,Junior,12,3,3,3,2,2,3,3,3,0,2,3,3,3,2,3,2,Incentivize Revolutionary Methodologies,Dassault,Unavailable,2025-07-17
EMP0317,Robert Taylor,Tester,CAD,Junior,14,3,2,1,3,3,3,2,3,2,1,3,3,3,2,2,2,Utilize Cross-Platform Technologies,Siemens,Partially Available,2025-06-27
EMP0318,Douglas Hunter,Designer,CAD,Mid,11,3,1,3,0,2,3,2,2,1,2,3,3,3,3,3,3,Enhance Back-End Interfaces,Epic Games,Available,2025-08-18
EMP0319,Gary Johnson,Developer,CAD,Senior,16,2,3,3,3,3,0,1,3,0,3,2,2,2,3,3,3,Reinvent Collaborative Web Services,Epic Games,Partially Available,2025-05-30
EMP0320,Laura Wright,Designer,CAD,Senior,4,1,0,2,3,3,3,3,3,3,2,2,0,1,2,2,3,Brand Efficient Technologies,Dassault,Partially Available,2025-06-01
EMP0321,Angela Hayes,Tester,Game Testing,Senior,16,2,3,2,2,2,3,0,2,1,3,3,2,1,3,3,2,Facilitate Open-Source Infrastructures,Siemens,Unavailable,2025-05-30
EMP0322,Cesar Reynolds,Designer,BIM,Junior,7,1,3,2,3,3,1,3,3,3,2,1,3,3,0,3,3,Implement Back-End Portals,Roblox,Available,2025-08-18
EMP0323,Vernon Reynolds,Tester,Game Testing,Mid,12,1,3,0,2,2,3,3,3,2,2,2,2,3,2,3,2,Mesh Front-End Technologies,Roblox,Partially Available,2025-06-06
EMP0324,Tiffany Zimmerman,Tester,Game Testing,Mid,15,3,0,1,1,2,1,2,3,1,1,3,3,1,2,1,1,Reinvent Dynamic Web Services,Epic Games,Unavailable,2025-08-15
EMP0325,Shannon Reyes,Designer,Game Testing,Senior,18,2,1,0,1,2,3,2,2,3,1,2,3,2,3,3,2,Engineer Killer Initiatives,Epic Games,Available,2025-08-04
EMP0326,Susan Lee,Tester,BIM,Senior,15,3,3,3,2,0,2,3,3,2,2,1,2,3,2,0,3,Monetize Bleeding-Edge Systems,Epic Games,Available,2025-06-16
EMP0327,Raymond Blair,Designer,CAD,Senior,6,2,3,3,2,3,3,0,2,2,3,2,2,2,3,2,2,Brand Out-Of-The-Box E-Services,Roblox,Unavailable,2025-06-27
EMP0328,Richard Randolph,Designer,BIM,Senior,6,3,3,2,3,3,2,2,3,1,1,2,2,1,2,1,2,Mesh Next-Generation Vortals,Roblox,Available,2025-06-04
EMP0329,Annette Lynch,Designer,CAD,Junior,13,2,2,0,0,3,1,2,2,1,1,3,3,1,0,3,3,Expedite Seamless Partnerships,Roblox,Partially Available,2025-06-01
EMP0330,Jennifer Wong,Developer,BIM,Mid,3,2,2,2,2,2,3,3,1,2,3,2,2,3,1,2,2,Synergize Dynamic Bandwidth,Epic Games,Available,2025-06-23
EMP0331,Alicia Phillips,Tester,CAD,Senior,4,1,3,2,3,3,2,2,3,1,3,1,2,2,2,1,3,Disintermediate Mission-Critical Bandwidth,Dassault,Available,2025-07-18
EMP0332,Anthony Greene,Tester,CAD,Junior,5,1,3,3,2,3,0,1,3,3,1,0,2,0,3,3,1,Revolutionize Cross-Platform Relationships,Siemens,Unavailable,2025-06-16
EMP0333,Megan Cox,Designer,CAD,Junior,12,3,2,3,2,2,0,2,3,2,0,2,1,2,0,3,3,Monetize Real-Time Roi,Dassault,Unavailable,2025-08-14
EMP0334,Marissa Welch,Developer,Game Testing,Senior,20,0,1,1,3,2,3,3,0,2,1,3,1,2,3,3,0,Scale Cutting-Edge Partnerships,Roblox,Partially Available,2025-06-14
EMP0335,Shannon Buck,Developer,BIM,Mid,5,3,0,3,2,3,3,1,0,1,3,1,2,2,1,2,2,Whiteboard Granular Deliverables,Epic Games,Partially Available,2025-06-07
EMP0336,Ronnie Harris,Developer,BIM,Junior,1,2,1,2,2,3,1,3,2,3,3,3,3,2,1,3,2,Transform Vertical Relationships,Dassault,Unavailable,2025-07-09
EMP0337,Julie Mathews,Tester,CAD,Senior,15,2,3,1,2,3,3,3,1,3,3,3,3,0,3,0,2,Monetize Scalable Metrics,Roblox,Partially Available,2025-07-28
EMP0338,Steven Cannon,Designer,BIM,Junior,7,3,3,2,0,1,1,3,1,2,3,3,0,2,1,2,2,Integrate World-Class Deliverables,Epic Games,Partially Available,2025-06-21
EMP0339,Mark Shah,Designer,Game Testing,Senior,7,2,2,2,2,0,3,2,2,1,3,2,2,2,2,2,1,Iterate Scalable Web Services,Epic Games,Unavailable,2025-08-18
EMP0340,Krista Sexton,Tester,CAD,Mid,15,2,2,1,1,1,0,2,2,1,1,3,3,3,1,2,2,Re-Contextualize Open-Source Experiences,Dassault,Available,2025-06-14
EMP0341,Jeffrey Carr,Developer,Game Testing,Mid,8,0,1,3,2,3,1,1,2,2,3,3,1,1,3,2,3,Deliver Leading-Edge Platforms,Roblox,Available,2025-07-17
EMP0342,Cathy Colon,Tester,CAD,Senior,5,3,1,1,1,3,0,3,3,1,3,2,2,3,1,0,3,Scale Dot-Com Deliverables,Autodesk,Unavailable,2025-08-12
EMP0343,John Dodson,Designer,BIM,Senior,11,3,3,3,1,0,1,0,3,3,2,2,1,3,3,0,1,Whiteboard B2C Communities,Siemens,Partially Available,2025-07-04
EMP0344,Donald Cohen,Developer,BIM,Junior,8,3,3,3,2,1,1,3,2,1,3,2,1,1,3,3,3,Brand Strategic E-Commerce,Epic Games,Partially Available,2025-06-14
EMP0345,David Edwards,Developer,BIM,Senior,7,0,3,2,2,3,3,3,1,3,0,2,1,3,3,2,2,Innovate Cross-Platform Initiatives,Roblox,Unavailable,2025-06-30
EMP0346,Matthew Perkins,Tester,BIM,Mid,1,0,3,2,0,3,2,3,2,3,2,1,3,2,2,2,0,Monetize Robust Interfaces,Autodesk,Available,2025-08-09
EMP0347,Timothy Parsons,Designer,BIM,Senior,6,3,0,2,2,3,3,3,1,2,2,3,1,2,2,3,2,Deploy Intuitive Supply-Chains,Autodesk,Available,2025-07-06
EMP0348,Jake Payne,Developer,CAD,Junior,12,1,2,3,2,0,3,1,3,3,3,3,3,3,2,1,0,Embrace Bricks-And-Clicks Paradigms,Epic Games,Available,2025-07-27
EMP0349,Michelle Jackson,Developer,Game Testing,Senior,9,3,2,1,2,3,0,2,1,2,3,0,3,3,2,1,1,Incubate Proactive Convergence,Autodesk,Unavailable,2025-06-16
EMP0350,Marco Bryant,Designer,CAD,Senior,3,3,3,0,3,0,3,1,2,2,2,3,3,3,3,3,3,Whiteboard 24/365 Deliverables,Roblox,Partially Available,2025-06-11
EMP0351,William David,Tester,CAD,Senior,11,3,1,3,3,2,2,1,2,2,1,3,2,3,3,1,3,Extend Mission-Critical Convergence,Dassault,Available,2025-06-01
EMP0352,Sharon Briggs,Tester,CAD,Senior,12,3,3,1,1,2,1,3,3,1,2,2,3,0,1,1,1,Engage Dot-Com Eyeballs,Roblox,Unavailable,2025-06-10
EMP0353,Kayla Rivera,Tester,Game Testing,Mid,3,3,3,3,3,2,2,0,1,3,2,2,3,2,1,2,3,Syndicate Customized Markets,Autodesk,Unavailable,2025-07-15
EMP0354,Nicole Martinez,Developer,CAD,Junior,4,3,1,1,3,1,2,3,0,2,3,3,3,1,1,1,2,Aggregate Clicks-And-Mortar E-Markets,Autodesk,Available,2025-05-31
EMP0355,Kendra Murphy,Designer,BIM,Mid,16,0,3,3,3,0,3,3,2,0,1,3,1,3,2,3,2,Evolve Cross-Platform E-Commerce,Dassault,Unavailable,2025-07-29
EMP0356,Taylor Martinez,Tester,BIM,Senior,13,3,3,2,2,1,3,3,2,3,3,1,2,3,3,3,2,Productize Clicks-And-Mortar Communities,Dassault,Unavailable,2025-06-28
EMP0357,Kelly Espinoza,Tester,Game Testing,Senior,8,3,3,2,2,1,3,3,0,1,1,1,3,3,2,3,3,Enhance Best-Of-Breed Supply-Chains,Siemens,Unavailable,2025-07-26
EMP0358,Darin Berger,Developer,BIM,Mid,12,3,0,3,1,3,2,3,1,3,3,2,3,1,1,0,2,Revolutionize Open-Source Applications,Siemens,Available,2025-07-16
EMP0359,Scott Bradshaw,Designer,Game Testing,Junior,19,3,3,3,3,2,3,2,3,2,2,2,1,1,3,3,2,Seize End-To-End Users,Dassault,Available,2025-07-26
EMP0360,Zachary Smith,Tester,CAD,Junior,11,1,0,2,3,3,2,3,2,3,1,3,2,3,2,3,1,Deploy User-Centric Solutions,Dassault,Available,2025-06-29
EMP0361,Katie Hall,Designer,Game Testing,Junior,10,3,0,3,3,3,1,2,3,3,2,1,1,3,0,3,3,Reinvent Cross-Media Vortals,Siemens,Available,2025-06-15
EMP0362,Diane Beard,Designer,Game Testing,Mid,3,3,3,3,0,3,1,0,2,0,0,3,3,1,1,1,1,Incubate Plug-And-Play Eyeballs,Dassault,Available,2025-07-14
EMP0363,Luke Morgan,Developer,BIM,Mid,13,3,1,0,3,2,3,3,2,3,0,3,2,1,2,3,3,Facilitate Global Supply-Chains,Autodesk,Available,2025-07-06
EMP0364,Joseph Gonzales,Designer,CAD,Junior,15,0,2,3,3,2,2,1,0,2,3,2,3,2,0,3,3,Re-Intermediate Holistic Solutions,Autodesk,Unavailable,2025-08-11
EMP0365,Danielle Hall,Developer,CAD,Junior,8,0,3,3,3,2,1,1,1,2,3,3,2,1,3,3,1,Scale B2B Platforms,Autodesk,Partially Available,2025-05-30
EMP0366,Christopher Berry,Tester,BIM,Senior,6,2,1,3,3,3,2,3,0,0,3,2,3,2,1,3,3,Leverage Integrated Convergence,Siemens,Partially Available,2025-06-25
EMP0367,Kelly Li,Developer,Game Testing,Mid,9,3,1,2,3,2,2,1,0,2,1,3,3,0,3,2,1,Utilize Back-End Niches,Dassault,Unavailable,2025-06-11
EMP0368,Douglas Simmons,Developer,CAD,Junior,13,1,1,1,3,0,3,3,3,1,3,3,2,2,1,1,1,Leverage Rich Web Services,Autodesk,Available,2025-07-29
EMP0369,Steven Mcdonald,Designer,CAD,Mid,13,3,3,3,3,2,2,0,1,1,1,2,1,3,1,2,3,Integrate Next-Generation Technologies,Autodesk,Partially Available,2025-08-09
EMP0370,Mrs. Betty Tran,Designer,BIM,Mid,9,2,3,1,3,2,3,1,2,3,3,1,0,3,2,3,3,Exploit 24/7 Experiences,Siemens,Partially Available,2025-06-19
EMP0371,Joshua Esparza,Developer,BIM,Senior,20,2,2,2,3,3,3,1,3,2,2,3,3,3,2,3,2,Facilitate Efficient Bandwidth,Autodesk,Available,2025-08-23
EMP0372,April Fernandez,Tester,BIM,Senior,12,3,3,2,2,1,3,3,1,2,3,2,0,2,3,0,3,Disintermediate Leading-Edge Deliverables,Epic Games,Partially Available,2025-07-13
EMP0373,Heather Roberts,Designer,CAD,Mid,5,3,3,3,0,1,2,1,3,2,0,2,2,3,0,2,3,Unleash Revolutionary Paradigms,Epic Games,Available,2025-08-14
EMP0374,Melissa Hooper,Tester,BIM,Mid,6,2,3,3,2,3,3,0,1,3,3,3,3,1,3,1,3,Implement Web-Enabled Niches,Dassault,Unavailable,2025-06-18
EMP0375,Nicole Hayes,Tester,BIM,Mid,11,1,3,3,1,1,1,3,0,1,1,0,1,3,3,2,3,Aggregate Integrated Technologies,Dassault,Partially Available,2025-06-23
EMP0376,Richard Fletcher,Designer,Game Testing,Junior,3,3,2,3,3,2,0,1,3,1,3,2,2,3,2,2,2,Generate Seamless Architectures,Epic Games,Partially Available,2025-07-14
EMP0377,Paige Jennings,Tester,CAD,Senior,4,2,3,3,1,2,3,2,0,2,1,3,2,2,0,3,1,Engineer Best-Of-Breed Architectures,Autodesk,Available,2025-07-14
EMP0378,Crystal Kennedy,Tester,Game Testing,Mid,13,2,3,2,2,3,3,3,0,3,3,2,1,3,3,1,0,Syndicate 24/7 Interfaces,Epic Games,Partially Available,2025-07-08
EMP0379,Felicia Jackson,Designer,Game Testing,Junior,3,3,1,2,0,3,2,2,1,3,2,3,3,1,0,3,3,Cultivate Killer Vortals,Dassault,Unavailable,2025-07-18
EMP0380,Samantha Oconnor,Designer,BIM,Junior,3,2,3,1,2,3,2,3,2,2,3,2,2,2,1,1,2,Re-Intermediate One-To-One Convergence,Autodesk,Partially Available,2025-08-20
EMP0381,Jacqueline Johnson,Developer,Game Testing,Senior,10,3,2,2,1,1,1,3,3,2,3,2,1,1,1,3,2,Implement Seamless Vortals,Epic Games,Available,2025-06-15
EMP0382,Sandra Davis,Developer,BIM,Mid,18,3,1,2,3,1,3,3,3,2,1,1,1,1,2,2,1,Matrix Impactful Bandwidth,Siemens,Unavailable,2025-06-22
EMP0383,Michael Wells,Designer,BIM,Junior,4,3,3,2,2,3,3,2,1,1,1,3,2,2,2,2,1,Harness Global Paradigms,Dassault,Available,2025-06-09
EMP0384,Douglas Foster,Developer,CAD,Senior,17,0,3,1,0,3,3,0,3,3,0,2,3,3,3,1,1,Matrix One-To-One Architectures,Siemens,Available,2025-07-30
EMP0385,Stephanie Morales,Tester,BIM,Senior,12,3,1,1,2,2,0,3,2,3,3,1,2,2,3,0,1,Monetize Vertical E-Markets,Roblox,Partially Available,2025-06-26
EMP0386,Thomas Hernandez,Tester,Game Testing,Mid,10,3,1,1,2,2,0,3,1,0,1,0,2,3,3,1,3,Morph 24/7 Initiatives,Dassault,Partially Available,2025-06-27
EMP0387,Kenneth Rivers,Tester,CAD,Mid,17,0,2,3,2,1,0,2,2,2,2,2,2,1,2,3,1,Drive Viral Infrastructures,Autodesk,Unavailable,2025-08-18
EMP0388,Jason Williams,Designer,Game Testing,Junior,17,3,3,3,3,2,1,3,1,1,2,2,2,2,2,3,0,Matrix Seamless Relationships,Siemens,Partially Available,2025-08-23
EMP0389,Beverly Campbell,Designer,CAD,Junior,14,3,1,2,1,3,1,0,2,3,2,3,2,1,2,2,3,Transform Integrated Networks,Roblox,Partially Available,2025-07-10
EMP0390,Alexis Mcconnell,Tester,BIM,Junior,13,3,1,3,3,3,2,2,3,3,2,3,3,1,2,3,3,Integrate Customized Eyeballs,Dassault,Available,2025-07-27
EMP0391,Seth Henry,Designer,BIM,Junior,14,3,3,1,3,2,0,3,3,2,0,2,3,3,2,0,2,Scale B2B Initiatives,Roblox,Partially Available,2025-06-08
EMP0392,Kevin Knox,Developer,BIM,Junior,2,1,2,2,1,1,2,2,3,3,1,2,3,2,3,3,3,Architect Clicks-And-Mortar Experiences,Roblox,Partially Available,2025-07-08
EMP0393,Brent Harris,Tester,CAD,Mid,8,3,1,2,0,2,0,2,2,2,3,3,2,2,0,3,0,E-Enable Collaborative Initiatives,Siemens,Available,2025-05-27
EMP0394,Jeffrey Burns,Developer,Game Testing,Mid,8,2,2,3,3,1,0,3,3,3,3,3,0,1,1,0,2,Matrix Integrated E-Business,Epic Games,Unavailable,2025-06-12
EMP0395,Michael Santana PhD,Tester,BIM,Senior,8,2,1,3,2,1,1,3,2,0,0,1,1,2,0,0,2,Deliver Enterprise Web-Readiness,Autodesk,Partially Available,2025-08-16
EMP0396,Christina Johnson,Designer,BIM,Mid,12,3,3,1,1,3,1,2,3,2,1,0,0,2,3,1,3,Unleash Holistic Mindshare,Siemens,Unavailable,2025-07-28
EMP0397,Kimberly Evans,Developer,BIM,Junior,17,2,2,3,0,2,2,3,2,2,3,3,2,0,3,2,3,Cultivate Granular Roi,Roblox,Unavailable,2025-08-04
EMP0398,Paul Nolan,Designer,BIM,Mid,3,1,0,3,3,1,2,3,0,2,1,0,3,0,3,1,3,Generate Best-Of-Breed Schemas,Roblox,Available,2025-07-30
EMP0399,Wesley Flores,Developer,CAD,Mid,18,3,0,3,3,3,0,2,0,3,0,2,2,2,1,1,2,Seize Compelling Users,Siemens,Available,2025-08-13
EMP0400,Zachary Smith,Developer,Game Testing,Junior,7,1,2,1,3,3,0,1,2,3,3,3,2,3,1,2,3,Repurpose Mission-Critical Partnerships,Roblox,Unavailable,2025-07-27
EMP0401,Francisco Miranda,Developer,CAD,Junior,8,1,2,3,2,1,2,2,2,2,0,3,2,3,3,1,2,Disintermediate Extensible Platforms,Dassault,Available,2025-08-20
EMP0402,Mikayla Barnes,Developer,Game Testing,Senior,8,2,3,2,3,2,3,3,3,3,0,3,3,0,2,3,3,Incubate Revolutionary Infrastructures,Roblox,Available,2025-06-24
EMP0403,Deborah Dorsey,Tester,BIM,Senior,6,2,2,1,3,3,3,3,3,1,1,3,3,3,3,3,3,Mesh Robust Portals,Dassault,Partially Available,2025-08-08
EMP0404,Scott Faulkner,Tester,CAD,Senior,17,0,2,2,3,3,1,3,3,1,1,1,3,2,2,3,2,Re-Intermediate One-To-One Functionalities,Dassault,Unavailable,2025-07-04
EMP0405,Theresa Cervantes,Tester,Game Testing,Mid,13,3,0,2,2,2,1,3,3,1,2,3,1,1,3,3,2,Orchestrate Magnetic Markets,Autodesk,Unavailable,2025-08-01
EMP0406,Jean Ray,Designer,CAD,Junior,14,1,3,3,2,3,1,0,3,2,1,2,0,1,3,1,3,Disintermediate E-Business Roi,Dassault,Unavailable,2025-06-13
EMP0407,Michael Ramirez,Developer,Game Testing,Senior,6,3,1,2,1,3,2,3,1,3,1,3,3,1,3,3,2,Architect Frictionless Web-Readiness,Siemens,Unavailable,2025-08-16
EMP0408,Martha Henry,Developer,CAD,Junior,13,0,1,1,2,3,1,0,1,3,0,1,0,3,3,3,3,Transform B2C Markets,Autodesk,Partially Available,2025-08-13
EMP0409,Jake Morris,Designer,BIM,Mid,4,1,3,0,1,3,2,3,3,2,3,1,3,2,1,2,2,Visualize Bleeding-Edge Portals,Siemens,Unavailable,2025-08-16
EMP0410,Ronald Fletcher,Developer,CAD,Senior,3,3,1,2,2,1,3,1,1,3,3,1,2,3,0,3,1,Unleash 24/365 Infrastructures,Roblox,Partially Available,2025-08-18
EMP0411,Charles Skinner,Tester,CAD,Mid,11,3,3,1,2,3,2,3,2,2,2,3,3,3,3,3,3,Seize Visionary Markets,Dassault,Unavailable,2025-06-25
EMP0412,Ronald Aguilar,Designer,BIM,Senior,14,2,1,2,1,3,0,2,3,2,3,2,0,3,3,1,2,Implement Out-Of-The-Box Communities,Epic Games,Unavailable,2025-07-28
EMP0413,Phillip Banks,Developer,CAD,Mid,15,3,3,3,1,2,2,1,2,3,2,3,3,3,2,3,3,Embrace Cross-Platform Convergence,Siemens,Partially Available,2025-06-14
EMP0414,Martha Scott,Designer,BIM,Junior,9,1,2,3,2,3,0,3,3,2,0,2,3,2,2,2,3,Engage World-Class Action-Items,Roblox,Unavailable,2025-05-29
EMP0415,Margaret Wright,Designer,Game Testing,Senior,20,2,1,3,3,3,3,2,2,2,0,3,3,1,1,2,3,Matrix User-Centric Methodologies,Siemens,Unavailable,2025-06-05
EMP0416,William Brown,Designer,BIM,Senior,16,1,3,0,2,2,2,2,3,2,3,0,3,2,1,1,3,Harness Ubiquitous Content,Epic Games,Unavailable,2025-08-15
EMP0417,Clinton Brown,Tester,CAD,Junior,15,2,3,1,3,2,1,3,3,1,3,2,2,0,0,3,3,Unleash Interactive Supply-Chains,Siemens,Unavailable,2025-08-07
EMP0418,Linda Fuller,Developer,Game Testing,Mid,7,2,1,2,2,3,2,2,2,3,2,3,2,3,3,0,2,Harness Visionary Methodologies,Siemens,Unavailable,2025-07-30
EMP0419,Alyssa Cox,Designer,BIM,Junior,3,1,1,2,3,0,1,3,1,2,2,0,3,0,2,2,1,Strategize Scalable Bandwidth,Dassault,Partially Available,2025-08-09
EMP0420,Johnathan Miller,Tester,BIM,Junior,16,2,3,2,2,3,1,1,2,2,2,2,2,2,3,0,3,Embrace Dynamic Initiatives,Siemens,Unavailable,2025-05-29
EMP0421,Barbara Miller,Developer,Game Testing,Mid,12,3,2,2,2,3,2,3,1,3,3,3,3,3,1,0,2,Empower Holistic Convergence,Roblox,Available,2025-06-01
EMP0422,Jacqueline Davidson,Designer,Game Testing,Senior,8,2,2,2,3,3,0,2,1,3,3,3,3,1,3,3,3,Integrate Dynamic Paradigms,Roblox,Available,2025-05-29
EMP0423,Megan Bell,Developer,BIM,Junior,18,3,3,2,1,0,0,2,1,2,2,3,2,3,3,2,3,Facilitate Integrated Portals,Siemens,Unavailable,2025-06-13
EMP0424,Casey Chung,Tester,Game Testing,Mid,20,3,2,3,3,2,1,2,1,2,3,3,2,2,2,3,1,Incentivize Virtual Portals,Epic Games,Partially Available,2025-08-02
EMP0425,Ronald Shaffer,Developer,BIM,Senior,14,3,2,2,2,2,1,1,2,3,3,3,1,0,3,0,2,Architect Compelling Action-Items,Autodesk,Partially Available,2025-06-27
EMP0426,Tyler Diaz,Tester,CAD,Senior,20,1,3,1,3,1,3,3,1,1,3,1,3,1,3,3,0,Disintermediate Front-End Interfaces,Dassault,Available,2025-06-30
EMP0427,Margaret Jenkins,Tester,BIM,Junior,17,2,2,3,2,0,1,3,3,3,3,2,1,3,1,1,2,Mesh Clicks-And-Mortar Mindshare,Roblox,Partially Available,2025-07-25
EMP0428,Susan Chang,Designer,CAD,Senior,8,0,2,1,2,2,2,2,0,2,3,2,1,0,1,1,3,Innovate Clicks-And-Mortar Niches,Siemens,Unavailable,2025-06-19
EMP0429,Natalie Waters,Designer,CAD,Senior,17,2,2,3,3,2,2,2,1,2,3,3,3,2,3,0,3,Seize Cross-Media Technologies,Dassault,Available,2025-06-08
EMP0430,Tyler Zimmerman,Tester,Game Testing,Senior,15,2,2,0,3,1,1,2,3,1,2,2,1,3,2,2,1,Unleash Clicks-And-Mortar Synergies,Siemens,Available,2025-06-03
EMP0431,Scott Adkins,Developer,Game Testing,Mid,17,2,3,3,1,1,3,1,2,2,2,2,2,3,1,3,1,Unleash Web-Enabled Web Services,Roblox,Unavailable,2025-07-18
EMP0432,Jennifer Guerrero,Designer,BIM,Mid,1,0,2,2,1,2,3,1,2,2,0,3,0,3,3,2,0,Embrace Next-Generation Infrastructures,Dassault,Available,2025-08-08
EMP0433,Shelby Pratt,Developer,Game Testing,Senior,15,0,2,3,3,2,2,3,3,3,3,3,3,3,1,2,1,Brand E-Business Synergies,Roblox,Unavailable,2025-06-28
EMP0434,Timothy Hayes,Developer,CAD,Senior,12,2,2,2,3,1,3,3,0,0,3,1,3,1,2,2,3,Strategize Bricks-And-Clicks Platforms,Autodesk,Unavailable,2025-06-22
EMP0435,Traci Curry,Designer,CAD,Mid,10,3,1,3,0,2,3,3,0,1,0,1,3,2,1,3,3,Disintermediate Synergistic Architectures,Siemens,Available,2025-06-30
EMP0436,Stephanie Holder,Developer,Game Testing,Mid,18,1,0,3,2,1,1,1,2,0,3,3,2,3,0,1,2,Scale Seamless E-Markets,Siemens,Available,2025-07-02
EMP0437,Kristy Evans,Developer,CAD,Mid,10,1,3,2,1,2,2,2,3,3,2,3,3,3,3,3,1,Incubate Viral Infrastructures,Autodesk,Partially Available,2025-07-19
EMP0438,Casey Fowler,Developer,BIM,Mid,2,3,3,2,3,2,2,3,0,3,2,3,2,3,1,3,1,Deliver Plug-And-Play E-Markets,Autodesk,Partially Available,2025-06-20
EMP0439,Randy Smith,Designer,BIM,Senior,17,3,2,2,3,2,2,2,3,2,1,1,3,2,2,3,2,Synthesize Back-End Bandwidth,Autodesk,Available,2025-08-01
EMP0440,Christy Stewart MD,Developer,CAD,Senior,8,2,2,0,2,3,0,1,0,1,3,3,3,1,0,2,2,Engineer Out-Of-The-Box Networks,Siemens,Unavailable,2025-06-27
EMP0441,Austin Young,Tester,CAD,Mid,7,3,3,2,3,1,2,1,0,3,1,3,3,3,3,2,2,Enable Rich Supply-Chains,Roblox,Unavailable,2025-07-18
EMP0442,Phillip Miller,Designer,CAD,Junior,6,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,2,Transition Scalable Channels,Epic Games,Partially Available,2025-07-22
EMP0443,Christian Rivas,Designer,Game Testing,Mid,7,1,3,3,3,3,2,1,3,2,2,3,2,3,3,3,3,Exploit Cross-Media Interfaces,Autodesk,Unavailable,2025-06-28
